temp,atemp,hum,windspeed,casual,registered,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,cnt
0.48,0.4697,0.44,0.1045,223,361,spring,2012,April,12,0,Sunday,0,Clear,584
0.74,0.697,0.7,0.0896,28,181,summer,2011,July,9,0,Wednesday,1,Clear,209
0.34,0.3333,0.46,0.1642,7,194,winter,2012,February,20,0,Monday,1,Clear,201
0.66,0.6212,0.41,0.0896,62,211,winter,2012,March,13,0,Thursday,1,Mist,273
0.52,0.5,0.77,0.194,22,80,spring,2012,May,23,0,Sunday,0,Clear,102
0.26,0.2576,0.75,0.2239,0,12,fall,2012,November,1,0,Wednesday,1,Mist,12
0.3,0.3182,0.49,0.0,7,522,winter,2012,February,8,0,Tuesday,1,Clear,529
0.4,0.4091,0.37,0.0896,30,458,winter,2012,February,17,0,Friday,1,Clear,488
0.5,0.4848,0.36,0.194,251,364,fall,2012,October,15,0,Saturday,0,Clear,615
0.5,0.4848,0.42,0.2239,55,79,spring,2011,March,15,0,Tuesday,1,Clear,134
0.82,0.7727,0.57,0.194,108,288,summer,2012,August,10,0,Saturday,0,Clear,396
0.66,0.6061,0.83,0.2239,130,121,spring,2011,May,10,0,Sunday,0,Mist,251
0.24,0.2576,0.75,0.0896,17,313,fall,2012,November,9,0,Friday,1,Clear,330
0.46,0.4545,0.55,0.0,36,86,spring,2011,April,11,0,Thursday,1,Mist,122
0.44,0.4394,0.44,0.2836,11,161,fall,2012,December,11,0,Wednesday,1,Clear,172
0.86,0.7879,0.41,0.2537,39,121,summer,2011,July,14,0,Thursday,1,Clear,160
0.66,0.6061,0.78,0.0,2,5,summer,2011,June,2,0,Wednesday,1,Clear,7
0.24,0.2576,0.44,0.0896,6,39,winter,2011,February,22,0,Saturday,0,Clear,45
0.72,0.6667,0.51,0.2239,41,208,spring,2012,May,13,0,Tuesday,1,Mist,249
0.84,0.803,0.53,0.194,45,423,summer,2011,July,17,0,Thursday,1,Clear,468
0.6,0.6212,0.4,0.1642,63,208,fall,2012,October,14,0,Wednesday,1,Clear,271
0.14,0.0909,0.39,0.5821,7,129,winter,2012,January,16,0,Tuesday,1,Clear,136
0.66,0.6212,0.54,0.0,11,14,summer,2012,June,1,0,Thursday,1,Clear,25
0.6,0.5758,0.78,0.1343,4,5,spring,2012,May,5,1,Monday,0,Clear,9
0.3,0.2727,0.75,0.3881,17,255,spring,2012,April,9,0,Monday,1,Mist,272
0.32,0.3333,0.66,0.0896,0,1,spring,2012,April,4,0,Tuesday,1,Clear,1
0.44,0.4394,0.47,0.2537,18,129,winter,2012,February,22,0,Wednesday,1,Mist,147
0.32,0.303,0.81,0.2239,7,145,spring,2012,April,21,0,Monday,1,Mist,152
0.62,0.5909,0.73,0.1343,45,154,spring,2012,May,10,0,Friday,1,Mist,199
0.7,0.6667,0.79,0.194,28,415,summer,2011,July,8,0,Thursday,1,Mist,443
0.58,0.5455,0.83,0.0,38,681,spring,2012,May,8,0,Wednesday,1,Clear,719
0.34,0.3636,0.81,0.0,9,39,fall,2012,November,3,0,Sunday,0,Clear,48
0.24,0.2273,0.81,0.194,0,8,winter,2012,February,3,1,Monday,0,Mist,8
0.5,0.4848,0.55,0.4179,124,206,fall,2012,October,9,0,Sunday,0,Mist,330
0.56,0.5303,0.78,0.0896,5,24,winter,2012,March,0,0,Tuesday,1,Mist,29
0.68,0.6364,0.57,0.1343,63,373,summer,2011,September,19,0,Monday,1,Clear,436
0.68,0.6364,0.89,0.1642,15,42,summer,2012,July,3,0,Sunday,0,Mist,57
0.52,0.5,0.39,0.194,71,342,fall,2012,October,18,0,Sunday,0,Clear,413
0.34,0.303,0.71,0.3582,12,117,spring,2012,April,12,0,Monday,1,Light Snow,129
0.66,0.6212,0.74,0.0896,6,19,summer,2011,July,3,0,Sunday,0,Clear,25
0.4,0.4091,0.4,0.1045,26,225,fall,2012,November,14,0,Friday,1,Mist,251
0.74,0.6818,0.55,0.1045,69,378,summer,2012,July,20,0,Monday,1,Mist,447
0.62,0.5909,0.73,0.0896,3,5,summer,2011,September,3,0,Thursday,1,Clear,8
0.62,0.5909,0.78,0.0896,5,28,summer,2011,September,0,0,Wednesday,1,Clear,33
0.3,0.3182,0.81,0.0896,8,16,winter,2011,December,12,0,Tuesday,1,Light Snow,24
0.34,0.3333,0.53,0.1642,1,45,winter,2012,March,0,0,Friday,1,Clear,46
0.58,0.5455,0.81,0.1343,39,145,spring,2012,May,11,0,Wednesday,1,Mist,184
0.24,0.2273,0.44,0.2239,2,8,fall,2011,November,2,0,Friday,1,Clear,10
0.42,0.4242,0.77,0.2985,0,2,winter,2011,January,6,0,Sunday,0,Light Snow,2
0.32,0.2879,0.61,0.3582,17,72,spring,2011,April,11,0,Friday,1,Clear,89
0.6,0.5909,0.69,0.1045,1,5,summer,2011,August,3,0,Monday,1,Clear,6
0.12,0.1212,0.5,0.2239,0,3,winter,2011,January,2,0,Monday,1,Clear,3
0.54,0.5152,0.64,0.1642,23,204,fall,2011,October,20,0,Tuesday,1,Clear,227
0.7,0.6364,0.39,0.3284,72,529,spring,2011,June,17,0,Monday,1,Clear,601
0.5,0.4848,0.29,0.2985,201,286,winter,2012,March,15,0,Sunday,0,Clear,487
0.18,0.197,0.74,0.1642,1,5,spring,2011,March,4,0,Sunday,0,Light Snow,6
0.68,0.6364,0.51,0.0,51,100,summer,2011,August,23,0,Friday,1,Clear,151
0.24,0.197,0.41,0.5522,0,17,winter,2011,February,2,0,Sunday,0,Clear,17
0.66,0.6061,0.78,0.0896,94,206,summer,2012,July,21,0,Saturday,0,Clear,300
0.44,0.4394,0.77,0.0,14,43,fall,2012,September,7,0,Sunday,0,Clear,57
0.34,0.3333,0.0,0.1343,4,30,winter,2011,March,22,0,Thursday,1,Mist,34
0.38,0.3939,0.54,0.2985,10,112,fall,2011,November,11,0,Wednesday,1,Clear,122
0.28,0.2727,0.89,0.1642,45,211,fall,2012,December,10,0,Saturday,0,Mist,256
0.58,0.5455,0.56,0.0,176,221,fall,2011,October,11,0,Saturday,0,Clear,397
0.54,0.5152,0.83,0.2239,0,3,summer,2011,September,3,0,Tuesday,1,Mist,3
0.26,0.2424,0.38,0.2537,35,78,winter,2011,January,15,0,Sunday,0,Clear,113
0.74,0.697,0.57,0.1642,15,82,spring,2011,June,23,0,Thursday,1,Mist,97
0.66,0.6061,0.83,0.5821,27,266,summer,2012,September,9,0,Tuesday,1,Mist,293
0.6,0.5455,0.88,0.0,1,13,fall,2011,September,1,0,Wednesday,1,Clear,14
0.84,0.8182,0.56,0.2537,73,206,summer,2012,July,12,0,Thursday,1,Clear,279
0.56,0.5303,0.88,0.1045,125,150,spring,2012,March,10,0,Friday,1,Mist,275
0.5,0.4848,0.93,0.1343,28,318,spring,2012,March,7,0,Friday,1,Mist,346
0.16,0.197,0.55,0.0896,3,92,winter,2011,January,19,0,Friday,1,Clear,95
0.28,0.303,0.81,0.0896,16,514,winter,2012,January,8,0,Thursday,1,Mist,530
0.5,0.4848,0.68,0.0896,44,746,summer,2012,September,8,0,Thursday,1,Clear,790
0.5,0.4848,0.72,0.0,2,6,summer,2012,September,4,0,Sunday,0,Clear,8
0.62,0.6212,0.41,0.194,56,540,summer,2012,September,19,0,Tuesday,1,Clear,596
0.5,0.4848,0.88,0.1343,2,8,spring,2012,March,2,0,Wednesday,1,Clear,10
0.48,0.4697,0.36,0.2836,142,222,winter,2012,February,17,0,Saturday,0,Clear,364
0.48,0.4697,0.55,0.2537,75,172,fall,2012,October,20,0,Saturday,0,Clear,247
0.38,0.3939,0.32,0.3582,3,156,winter,2012,March,20,0,Friday,1,Clear,159
0.5,0.4848,0.36,0.194,39,141,spring,2011,May,21,0,Thursday,1,Clear,180
0.22,0.2273,0.64,0.194,0,2,winter,2011,January,3,0,Monday,1,Clear,2
0.26,0.2576,0.5,0.2239,9,73,winter,2011,February,13,0,Friday,1,Mist,82
0.6,0.6212,0.53,0.1343,7,7,spring,2011,April,2,0,Tuesday,1,Mist,14
0.8,0.7424,0.52,0.2239,53,201,summer,2011,August,21,0,Tuesday,1,Clear,254
0.34,0.3182,0.66,0.2239,13,30,fall,2011,November,7,0,Sunday,0,Clear,43
0.28,0.2576,0.45,0.3284,0,46,fall,2011,November,6,1,Friday,0,Clear,46
0.62,0.6061,0.61,0.0896,45,396,fall,2012,October,20,0,Wednesday,1,Mist,441
0.42,0.4242,0.82,0.0,2,8,spring,2011,May,4,0,Sunday,0,Clear,10
0.34,0.3333,0.25,0.1642,29,77,spring,2011,March,12,0,Tuesday,1,Clear,106
0.16,0.2273,0.64,0.0,7,43,winter,2011,February,11,0,Tuesday,1,Clear,50
0.58,0.5455,0.83,0.0,28,149,spring,2011,May,21,0,Monday,1,Clear,177
0.7,0.6515,0.51,0.194,105,160,summer,2011,July,14,0,Friday,1,Clear,265
0.56,0.5303,0.68,0.3284,12,50,spring,2011,May,23,0,Tuesday,1,Mist,62
0.64,0.6061,0.73,0.194,27,111,spring,2011,May,9,0,Tuesday,1,Mist,138
0.58,0.5455,0.9,0.0896,19,102,fall,2011,September,8,0,Saturday,0,Mist,121
0.42,0.4242,0.67,0.2537,47,252,winter,2012,March,12,0,Saturday,0,Mist,299
0.62,0.5758,0.83,0.0896,141,266,fall,2011,September,12,0,Saturday,0,Mist,407
0.26,0.2879,0.56,0.0896,6,82,winter,2012,January,11,0,Monday,1,Mist,88
0.64,0.6212,0.33,0.3284,29,195,winter,2011,February,18,0,Friday,1,Clear,224
0.64,0.6212,0.36,0.194,293,366,spring,2012,May,13,0,Saturday,0,Clear,659
0.48,0.4697,0.67,0.6119,22,222,summer,2011,September,18,0,Thursday,1,Light Snow,244
0.32,0.3333,0.49,0.0896,21,54,winter,2011,December,18,1,Monday,0,Clear,75
0.32,0.303,0.57,0.3284,18,171,winter,2011,December,9,0,Wednesday,1,Clear,189
0.26,0.2727,0.6,0.1343,8,90,winter,2012,February,10,0,Tuesday,1,Mist,98
0.58,0.5455,0.56,0.1343,40,334,fall,2011,October,19,0,Wednesday,1,Clear,374
0.84,0.7727,0.47,0.2836,83,231,summer,2012,July,13,0,Friday,1,Clear,314
0.68,0.6364,0.79,0.3284,17,296,summer,2011,August,7,0,Thursday,1,Mist,313
0.42,0.4242,0.41,0.2985,52,90,fall,2011,November,11,1,Thursday,0,Clear,142
0.34,0.3333,0.34,0.194,33,95,winter,2011,January,16,0,Saturday,0,Mist,128
0.34,0.3182,0.53,0.2836,1,2,spring,2011,April,4,0,Friday,1,Clear,3
0.58,0.5455,0.6,0.4179,22,199,spring,2011,March,19,0,Monday,1,Clear,221
0.54,0.5152,0.83,0.1343,53,172,fall,2012,October,10,0,Thursday,1,Mist,225
0.24,0.2879,0.6,0.0,9,82,winter,2011,January,17,0,Saturday,0,Clear,91
0.7,0.6515,0.51,0.1045,13,105,summer,2012,July,1,0,Saturday,0,Mist,118
0.84,0.7273,0.28,0.1343,204,288,spring,2012,June,13,0,Sunday,0,Clear,492
0.5,0.4848,0.59,0.194,59,126,winter,2011,February,12,0,Friday,1,Clear,185
0.7,0.6667,0.74,0.1642,3,9,summer,2012,July,3,0,Friday,1,Clear,12
0.6,0.5455,0.88,0.1343,1,7,summer,2011,September,3,0,Wednesday,1,Clear,8
0.3,0.2727,0.49,0.3881,5,69,fall,2012,December,23,0,Wednesday,1,Clear,74
0.72,0.6818,0.62,0.1642,60,154,summer,2011,July,22,0,Saturday,0,Clear,214
0.3,0.2727,1.0,0.2985,1,2,winter,2011,March,1,0,Wednesday,1,Light Snow,3
0.46,0.4545,0.82,0.194,28,301,fall,2012,October,21,0,Wednesday,1,Clear,329
0.04,0.0606,0.41,0.1642,3,50,winter,2011,January,10,0,Saturday,0,Mist,53
0.4,0.4091,0.71,0.1045,132,228,spring,2012,April,10,0,Sunday,0,Mist,360
0.5,0.4848,0.82,0.2836,0,4,spring,2011,May,2,0,Wednesday,1,Light Snow,4
0.4,0.4091,0.94,0.0896,14,493,fall,2012,December,18,0,Monday,1,Mist,507
0.5,0.4848,0.55,0.194,31,719,fall,2012,September,8,0,Monday,1,Clear,750
0.56,0.5303,0.68,0.0,35,260,fall,2012,October,21,0,Tuesday,1,Clear,295
0.36,0.3788,0.81,0.0,13,114,fall,2011,November,21,0,Tuesday,1,Clear,127
0.74,0.6818,0.62,0.2239,59,148,summer,2011,July,21,0,Sunday,0,Clear,207
0.72,0.6667,0.54,0.3881,41,165,spring,2011,June,12,0,Thursday,1,Clear,206
0.36,0.3788,0.71,0.0,18,154,winter,2012,January,21,0,Tuesday,1,Clear,172
0.24,0.2576,0.48,0.1045,1,53,winter,2011,January,20,0,Tuesday,1,Clear,54
0.64,0.5758,0.89,0.1642,6,36,summer,2012,June,6,0,Saturday,0,Clear,42
0.3,0.2727,0.49,0.3582,12,211,fall,2012,November,20,0,Tuesday,1,Clear,223
0.76,0.697,0.52,0.0,29,142,spring,2011,June,21,0,Thursday,1,Light Snow,171
0.92,0.8485,0.35,0.194,40,100,spring,2011,June,12,0,Thursday,1,Clear,140
0.34,0.3182,0.76,0.2239,0,6,spring,2011,April,5,0,Thursday,1,Clear,6
0.72,0.6515,0.45,0.0,96,204,summer,2012,August,20,0,Sunday,0,Clear,300
0.2,0.2121,0.37,0.1642,11,163,winter,2012,January,16,0,Friday,1,Mist,174
0.48,0.4697,1.0,0.2239,6,69,fall,2011,December,14,0,Tuesday,1,Light Snow,75
0.82,0.7727,0.49,0.3881,71,185,spring,2012,May,15,0,Tuesday,1,Clear,256
0.76,0.7121,0.62,0.0896,56,228,summer,2012,July,22,0,Monday,1,Clear,284
0.44,0.4394,0.44,0.1642,73,259,fall,2012,October,19,0,Saturday,0,Clear,332
0.62,0.5909,0.73,0.194,5,33,summer,2011,September,7,0,Saturday,0,Clear,38
0.56,0.5303,0.43,0.1642,79,213,spring,2012,May,9,0,Saturday,0,Clear,292
0.54,0.5152,0.45,0.2537,25,252,spring,2011,June,7,0,Friday,1,Clear,277
0.78,0.6818,0.38,0.0,97,235,summer,2012,August,12,0,Thursday,1,Clear,332
0.36,0.3333,0.66,0.2537,0,5,fall,2012,November,2,0,Monday,1,Mist,5
0.56,0.5303,0.64,0.194,28,246,summer,2012,September,21,0,Thursday,1,Clear,274
0.76,0.6818,0.45,0.2985,74,196,summer,2012,June,12,0,Monday,1,Mist,270
0.74,0.6667,0.48,0.0896,65,616,spring,2012,May,17,0,Tuesday,1,Clear,681
0.7,0.6364,0.45,0.1343,9,17,summer,2011,August,1,0,Thursday,1,Clear,26
0.6,0.6061,0.64,0.0,46,122,fall,2011,September,10,0,Friday,1,Clear,168
0.7,0.6667,0.84,0.4179,28,128,summer,2011,August,9,0,Saturday,0,Mist,156
0.64,0.6061,0.73,0.1642,54,111,spring,2011,June,21,0,Sunday,0,Clear,165
0.7,0.6667,0.79,0.0896,14,108,summer,2011,September,13,0,Friday,1,Clear,122
0.26,0.2727,0.65,0.1045,3,30,winter,2011,January,20,0,Sunday,0,Mist,33
0.02,0.0303,0.44,0.2239,0,2,winter,2011,January,6,0,Saturday,0,Mist,2
0.72,0.6515,0.3,0.0896,149,502,summer,2011,August,14,0,Tuesday,1,Clear,651
0.34,0.303,0.46,0.3881,19,274,fall,2012,December,20,0,Wednesday,1,Clear,293
0.72,0.6818,0.7,0.2985,6,18,summer,2011,July,6,0,Saturday,0,Clear,24
0.38,0.3939,0.94,0.194,6,158,spring,2011,April,8,0,Wednesday,1,Light Snow,164
0.56,0.5303,0.46,0.2537,42,244,spring,2011,April,19,0,Monday,1,Clear,286
0.52,0.5,0.77,0.0,54,133,fall,2011,October,21,0,Saturday,0,Clear,187
0.7,0.6515,0.7,0.0896,27,38,summer,2011,July,7,0,Sunday,0,Clear,65
0.42,0.4242,0.54,0.194,66,121,winter,2011,February,17,0,Sunday,0,Clear,187
0.4,0.4091,0.58,0.194,12,61,fall,2011,November,0,0,Sunday,0,Mist,73
0.46,0.4545,0.59,0.1642,50,260,winter,2011,March,18,0,Thursday,1,Mist,310
0.24,0.2576,0.75,0.1045,0,64,winter,2012,January,8,0,Saturday,0,Clear,64
0.26,0.2121,0.56,0.4478,31,89,winter,2012,December,15,0,Thursday,1,Mist,120
0.7,0.6515,0.61,0.1045,43,110,summer,2012,July,8,1,Wednesday,0,Clear,153
0.56,0.5303,0.64,0.2239,68,268,fall,2012,October,19,0,Sunday,0,Clear,336
0.62,0.6212,0.46,0.194,82,176,spring,2012,April,14,0,Wednesday,1,Mist,258
0.42,0.4242,0.44,0.4925,81,101,winter,2011,March,15,0,Saturday,0,Clear,182
0.76,0.697,0.52,0.2985,1,5,summer,2011,July,2,0,Wednesday,1,Clear,6
0.24,0.2273,0.56,0.194,18,79,winter,2011,January,13,0,Tuesday,1,Clear,97
0.64,0.5758,0.89,0.1642,2,27,summer,2012,August,5,0,Friday,1,Clear,29
0.56,0.5303,0.88,0.2239,37,109,fall,2012,October,13,0,Monday,1,Mist,146
0.62,0.5455,0.94,0.1045,1,6,spring,2011,May,5,1,Monday,0,Mist,7
0.34,0.3636,0.42,0.0,18,220,fall,2012,December,13,0,Wednesday,1,Mist,238
0.4,0.4091,0.87,0.2239,5,75,fall,2011,November,20,0,Monday,1,Light Snow,80
0.28,0.2424,0.33,0.4478,4,25,winter,2011,February,23,0,Saturday,0,Clear,29
0.3,0.2879,0.28,0.194,7,55,winter,2011,January,15,0,Wednesday,1,Clear,62
0.3,0.2879,0.56,0.194,0,7,spring,2011,March,5,0,Wednesday,1,Mist,7
0.56,0.5303,0.64,0.2985,76,371,fall,2012,October,16,0,Monday,1,Clear,447
0.34,0.3333,0.29,0.1343,19,190,fall,2011,November,16,0,Friday,1,Clear,209
0.12,0.197,0.8,0.0,3,7,winter,2011,February,3,0,Saturday,0,Clear,10
0.56,0.5303,0.6,0.1045,39,372,spring,2011,April,17,0,Tuesday,1,Clear,411
0.26,0.2576,0.7,0.1642,0,7,fall,2012,November,2,0,Thursday,1,Mist,7
0.74,0.7121,0.79,0.1343,12,22,summer,2011,July,1,0,Friday,1,Clear,34
0.16,0.1515,0.8,0.194,0,37,winter,2011,February,23,0,Wednesday,1,Light Snow,37
0.42,0.4242,0.54,0.1343,59,206,spring,2012,April,9,0,Saturday,0,Clear,265
0.22,0.2273,0.69,0.194,3,7,winter,2011,January,2,0,Wednesday,1,Light Snow,10
0.22,0.2273,0.69,0.1343,4,68,winter,2012,March,8,0,Sunday,0,Clear,72
0.74,0.697,0.66,0.2239,37,112,summer,2011,August,11,0,Thursday,1,Mist,149
0.74,0.697,0.7,0.2239,72,254,summer,2011,June,20,0,Tuesday,1,Light Snow,326
0.42,0.4242,0.77,0.4179,4,4,spring,2012,March,4,0,Saturday,0,Clear,8
0.32,0.2879,0.45,0.4478,15,186,fall,2011,November,9,1,Friday,0,Clear,201
0.66,0.6061,0.83,0.2239,21,247,summer,2011,June,7,0,Friday,1,Mist,268
0.66,0.6212,0.74,0.2537,29,133,summer,2012,August,8,0,Saturday,0,Mist,162
0.62,0.5909,0.73,0.0896,0,4,spring,2012,June,3,0,Friday,1,Mist,4
0.5,0.4848,0.25,0.0,35,90,winter,2011,March,13,0,Wednesday,1,Clear,125
0.56,0.5303,0.73,0.2537,12,28,spring,2012,June,0,0,Monday,1,Clear,40
0.52,0.5,0.27,0.2836,35,259,winter,2012,January,16,0,Friday,1,Clear,294
0.68,0.6364,0.65,0.1343,67,181,spring,2012,May,14,0,Wednesday,1,Clear,248
0.84,0.803,0.53,0.3284,53,111,summer,2011,July,15,0,Monday,1,Clear,164
0.3,0.2879,0.49,0.2537,0,13,fall,2011,November,5,1,Friday,0,Clear,13
0.58,0.5455,0.6,0.2836,134,310,fall,2012,November,14,1,Monday,0,Clear,444
0.14,0.1364,0.43,0.2239,6,54,winter,2011,January,13,0,Monday,1,Mist,60
0.74,0.6818,0.55,0.3284,60,175,summer,2011,August,12,0,Wednesday,1,Clear,235
0.64,0.6212,0.44,0.2836,86,304,spring,2012,April,16,0,Wednesday,1,Mist,390
0.72,0.6818,0.66,0.2239,268,251,spring,2012,May,11,0,Sunday,0,Clear,519
0.32,0.3333,0.7,0.1045,6,82,winter,2011,February,20,0,Monday,1,Mist,88
0.54,0.5152,0.68,0.2537,0,12,summer,2012,September,1,0,Wednesday,1,Mist,12
0.52,0.5,0.88,0.194,3,168,fall,2012,October,6,0,Thursday,1,Mist,171
0.22,0.2576,0.87,0.0896,3,46,winter,2012,January,16,0,Monday,1,Light Snow,49
0.6,0.6212,0.4,0.2537,55,234,summer,2012,September,13,0,Wednesday,1,Clear,289
0.32,0.3182,1.0,0.194,5,11,spring,2011,April,1,0,Saturday,0,Mist,16
0.52,0.5,0.68,0.0896,48,126,fall,2011,October,10,0,Friday,1,Clear,174
0.52,0.5,0.59,0.2537,6,8,fall,2012,September,4,0,Saturday,0,Clear,14
0.6,0.6061,0.6,0.0,53,124,summer,2011,September,13,0,Monday,1,Mist,177
0.64,0.6061,0.73,0.3582,35,164,spring,2011,April,9,0,Tuesday,1,Clear,199
0.54,0.5152,0.73,0.0896,229,312,winter,2012,March,16,0,Sunday,0,Clear,541
0.42,0.4242,0.71,0.2239,5,43,summer,2011,September,0,0,Friday,1,Clear,48
0.84,0.7576,0.41,0.2836,128,244,summer,2011,July,16,0,Sunday,0,Clear,372
0.4,0.4091,0.37,0.3881,8,122,winter,2011,February,9,0,Monday,1,Clear,130
0.36,0.3485,0.5,0.1642,0,42,fall,2012,October,5,0,Thursday,1,Clear,42
0.64,0.6212,0.44,0.3582,79,317,spring,2012,June,21,0,Wednesday,1,Clear,396
0.4,0.4091,1.0,0.2985,1,3,winter,2012,January,4,0,Friday,1,Mist,4
0.64,0.6212,0.44,0.2239,33,176,spring,2011,June,13,0,Tuesday,1,Clear,209
0.54,0.5152,1.0,0.1642,1,30,summer,2011,September,5,0,Wednesday,1,Mist,31
0.62,0.6212,0.41,0.3582,37,153,summer,2012,June,10,0,Tuesday,1,Clear,190
0.46,0.4545,0.44,0.2836,22,305,winter,2012,February,19,0,Wednesday,1,Mist,327
0.66,0.6212,0.69,0.0,5,14,summer,2012,July,5,1,Wednesday,0,Clear,19
0.14,0.1667,0.59,0.1045,2,10,winter,2011,January,0,0,Tuesday,1,Clear,12
0.78,0.7424,0.59,0.194,61,245,spring,2011,June,19,0,Friday,1,Clear,306
0.68,0.6364,0.65,0.194,2,10,summer,2011,August,4,0,Monday,1,Clear,12
0.72,0.697,0.74,0.194,11,26,summer,2011,July,0,0,Wednesday,1,Clear,37
0.32,0.3333,0.61,0.1343,22,173,fall,2011,December,10,0,Saturday,0,Clear,195
0.66,0.6061,0.83,0.3284,4,10,summer,2011,June,2,0,Friday,1,Clear,14
0.32,0.3182,0.39,0.194,34,104,spring,2011,March,13,0,Friday,1,Clear,138
0.66,0.5909,0.89,0.1343,2,9,summer,2012,July,1,0,Friday,1,Clear,11
0.52,0.5,0.72,0.2537,50,285,spring,2012,June,9,0,Tuesday,1,Mist,335
0.7,0.6515,0.54,0.194,103,464,summer,2012,September,16,0,Friday,1,Clear,567
0.82,0.803,0.59,0.0,28,121,summer,2011,July,12,0,Wednesday,1,Clear,149
0.62,0.5455,0.94,0.0896,0,24,fall,2011,September,5,0,Tuesday,1,Light Snow,24
0.76,0.7273,0.7,0.1642,31,381,summer,2011,July,8,0,Tuesday,1,Mist,412
0.2,0.197,0.51,0.2537,0,13,winter,2012,January,0,0,Tuesday,1,Clear,13
0.52,0.5,0.55,0.1045,29,121,spring,2011,May,22,0,Tuesday,1,Clear,150
0.24,0.2121,0.93,0.2985,2,34,spring,2011,March,6,0,Thursday,1,Light Snow,36
0.76,0.7273,0.66,0.5821,77,309,summer,2012,July,16,0,Monday,1,Light Snow,386
0.58,0.5455,0.49,0.4627,3,51,winter,2012,March,0,0,Friday,1,Mist,54
0.36,0.3485,0.87,0.1642,1,6,fall,2012,October,4,0,Tuesday,1,Light Snow,7
0.24,0.2273,0.93,0.2537,5,87,spring,2011,March,7,0,Thursday,1,Light Snow,92
0.24,0.2121,0.52,0.3881,9,65,winter,2012,December,9,0,Sunday,0,Clear,74
0.44,0.4394,0.88,0.0,10,32,winter,2012,March,2,0,Saturday,0,Mist,42
0.64,0.6212,0.47,0.3582,49,406,spring,2011,April,17,0,Thursday,1,Clear,455
0.32,0.303,0.49,0.2836,11,65,winter,2011,March,10,0,Wednesday,1,Clear,76
0.62,0.5909,0.73,0.2239,24,120,spring,2011,May,20,0,Friday,1,Mist,144
0.5,0.4848,0.88,0.0896,20,506,fall,2012,October,7,0,Wednesday,1,Clear,526
0.4,0.4091,0.62,0.194,16,386,fall,2011,October,8,0,Friday,1,Clear,402
0.12,0.1061,0.33,0.3582,0,29,winter,2011,February,22,0,Tuesday,1,Clear,29
0.66,0.6061,0.83,0.1642,2,35,summer,2012,August,5,0,Friday,1,Clear,37
0.4,0.4091,0.0,0.2239,1,23,winter,2011,March,9,0,Thursday,1,Light Snow,24
0.36,0.3333,0.76,0.2537,8,59,spring,2012,April,0,0,Sunday,0,Mist,67
0.74,0.6667,0.48,0.2239,171,225,summer,2011,July,11,0,Saturday,0,Clear,396
0.72,0.6818,0.76,0.1045,78,183,summer,2012,September,20,1,Monday,0,Clear,261
0.92,0.9091,0.45,0.2985,40,374,summer,2011,July,17,0,Thursday,1,Clear,414
0.56,0.5303,0.73,0.0,16,86,fall,2012,October,0,0,Friday,1,Clear,102
0.6,0.5455,0.88,0.1343,25,97,summer,2011,August,22,0,Friday,1,Clear,122
0.8,0.7424,0.49,0.1642,103,734,summer,2012,August,17,0,Wednesday,1,Clear,837
0.48,0.4697,0.33,0.4478,58,159,spring,2012,March,14,0,Monday,1,Clear,217
0.46,0.4545,0.51,0.1045,126,146,fall,2011,November,12,0,Friday,1,Clear,272
0.76,0.6818,0.45,0.0896,95,276,summer,2012,August,12,0,Friday,1,Mist,371
0.5,0.4848,0.34,0.1642,33,225,spring,2011,May,20,0,Thursday,1,Clear,258
0.72,0.6818,0.62,0.1343,52,157,fall,2011,September,15,0,Monday,1,Clear,209
0.86,0.7424,0.3,0.3284,53,141,summer,2011,August,15,0,Wednesday,1,Clear,194
0.62,0.5606,0.88,0.1642,10,44,spring,2012,May,7,0,Saturday,0,Mist,54
0.66,0.6212,0.61,0.2239,55,210,spring,2012,June,12,0,Thursday,1,Mist,265
0.66,0.5909,0.94,0.1343,0,8,summer,2012,July,4,0,Monday,1,Mist,8
0.24,0.2424,0.75,0.1343,1,20,spring,2011,April,2,0,Saturday,0,Clear,21
0.5,0.4848,0.88,0.4925,0,2,spring,2011,April,4,0,Tuesday,1,Light Snow,2
0.26,0.2576,0.41,0.1642,11,140,winter,2011,March,9,0,Tuesday,1,Clear,151
0.4,0.4091,0.82,0.0,5,86,winter,2012,January,23,0,Thursday,1,Mist,91
0.5,0.4848,0.45,0.2239,21,85,spring,2011,March,13,0,Tuesday,1,Clear,106
0.72,0.697,0.74,0.1045,30,313,summer,2011,August,7,0,Tuesday,1,Clear,343
0.82,0.2424,0.38,0.2537,108,561,summer,2012,August,18,0,Friday,1,Mist,669
0.32,0.303,0.49,0.2537,1,8,fall,2012,November,5,0,Saturday,0,Mist,9
0.84,0.7576,0.44,0.1343,56,230,summer,2012,August,12,0,Thursday,1,Clear,286
0.42,0.4242,0.77,0.1642,1,9,fall,2012,December,2,0,Monday,1,Clear,10
0.64,0.5758,0.83,0.194,18,75,summer,2012,June,2,0,Saturday,0,Mist,93
0.28,0.2576,0.61,0.2985,12,554,winter,2012,March,8,0,Wednesday,1,Clear,566
0.34,0.3333,0.46,0.194,3,11,winter,2012,March,4,0,Sunday,0,Mist,14
0.72,0.6818,0.7,0.2836,4,9,summer,2011,July,5,0,Saturday,0,Clear,13
