temp,atemp,hum,windspeed,casual,registered,cnt,season,yr,mnth,hr,holiday,workingday,weathersit,weekday
0.32,0.3333,0.93,0.0896,0,2,2,winter,2011,March,3,0,1,Mist,Friday
0.5,0.4848,0.45,0.2239,39,151,190,fall,2011,October,9,0,0,Clear,Sunday
0.88,0.803,0.39,0.2239,72,228,300,summer,2012,June,13,0,1,Clear,Friday
0.16,0.197,0.64,0.0896,0,1,1,winter,2011,January,4,0,1,Mist,Thursday
0.5,0.4848,0.82,0.1642,4,30,34,spring,2012,May,21,0,1,Light Snow,Wednesday
0.32,0.3182,0.66,0.194,45,126,171,winter,2011,December,11,0,1,Clear,Friday
0.24,0.2424,0.48,0.1642,6,55,61,winter,2012,December,20,0,0,Clear,Saturday
0.74,0.6667,0.45,0.0,59,204,263,summer,2012,July,22,0,1,Clear,Friday
0.72,0.6515,0.39,0.2537,204,267,471,spring,2011,May,16,0,0,Mist,Saturday
0.52,0.5,0.68,0.2836,1,4,5,summer,2012,September,4,0,1,Clear,Monday
0.62,0.5606,0.88,0.1045,2,9,11,summer,2012,August,5,0,0,Clear,Saturday
0.86,0.803,0.47,0.2836,41,220,261,summer,2011,June,16,0,1,Clear,Tuesday
0.82,0.7727,0.52,0.4179,80,158,238,spring,2012,May,14,0,1,Clear,Tuesday
0.76,0.697,0.52,0.0,90,203,293,summer,2012,July,9,1,0,Clear,Wednesday
0.36,0.3485,0.66,0.194,4,23,27,spring,2011,May,0,0,1,Clear,Thursday
0.26,0.2727,0.48,0.1343,10,112,122,winter,2012,December,18,0,1,Mist,Monday
0.56,0.5303,0.94,0.2985,4,22,26,fall,2011,October,0,0,1,Clear,Thursday
0.64,0.6061,0.69,0.194,23,311,334,spring,2011,June,7,0,1,Mist,Tuesday
0.6,0.5909,0.73,0.2537,6,31,37,summer,2012,September,3,0,0,Clear,Saturday
0.22,0.2576,0.93,0.0896,0,7,7,winter,2011,January,5,0,1,Mist,Wednesday
0.3,0.303,0.75,0.1642,6,40,46,winter,2011,March,23,0,1,Mist,Friday
0.46,0.4545,1.0,0.1642,0,3,3,fall,2011,December,5,0,1,Light Snow,Wednesday
0.54,0.5152,0.94,0.3881,18,71,89,summer,2011,September,15,0,1,Light Snow,Tuesday
0.76,0.697,0.55,0.1343,158,220,378,summer,2011,August,13,0,0,Clear,Saturday
0.3,0.3333,0.81,0.0,11,240,251,fall,2011,November,7,0,1,Clear,Wednesday
0.62,0.5909,0.73,0.2537,43,128,171,spring,2012,May,14,0,1,Mist,Monday
0.7,0.6515,0.65,0.1045,8,33,41,spring,2012,June,0,0,1,Clear,Monday
0.24,0.2273,0.65,0.194,5,40,45,winter,2011,January,21,0,1,Clear,Tuesday
0.24,0.2576,0.7,0.0896,0,1,1,winter,2012,February,4,0,1,Clear,Wednesday
0.38,0.3939,0.66,0.1343,3,53,56,spring,2012,April,2,0,0,Clear,Saturday
0.38,0.3939,0.76,0.2537,12,24,36,winter,2011,January,10,0,0,Clear,Saturday
0.32,0.3485,0.66,0.0,19,99,118,fall,2011,November,21,0,0,Clear,Saturday
0.4,0.4091,0.2,0.1343,34,265,299,spring,2011,March,17,0,1,Clear,Tuesday
0.26,0.2273,0.56,0.2985,1,8,9,fall,2011,December,2,0,1,Clear,Thursday
0.64,0.5909,0.78,0.3582,33,192,225,summer,2011,August,20,0,1,Clear,Thursday
0.46,0.4545,0.82,0.1343,6,93,99,spring,2011,May,6,0,1,Clear,Wednesday
0.24,0.2273,0.52,0.194,3,17,20,spring,2011,March,1,0,0,Mist,Sunday
0.48,0.4697,0.41,0.3881,25,64,89,fall,2011,November,22,0,0,Clear,Sunday
0.24,0.2273,0.52,0.2239,0,17,17,winter,2012,February,5,0,1,Clear,Friday
0.16,0.197,0.93,0.0896,0,58,58,winter,2012,January,22,0,0,Mist,Sunday
0.58,0.5455,0.88,0.194,27,85,112,summer,2011,September,14,0,1,Mist,Tuesday
0.74,0.697,0.7,0.2836,32,121,153,summer,2012,August,0,0,0,Clear,Sunday
0.4,0.4091,0.17,0.4179,3,3,6,winter,2011,February,6,0,0,Clear,Saturday
0.36,0.3485,0.71,0.1642,7,78,85,fall,2011,October,6,0,1,Clear,Friday
0.58,0.5455,0.78,0.0896,69,267,336,fall,2011,October,19,1,0,Mist,Monday
0.4,0.4091,0.62,0.1343,9,39,48,fall,2011,October,7,0,0,Clear,Sunday
0.48,0.4697,0.72,0.2537,5,27,32,fall,2011,November,23,0,0,Clear,Sunday
0.36,0.3333,0.66,0.2537,17,93,110,fall,2012,November,21,0,0,Clear,Sunday
0.3,0.2879,0.52,0.2836,18,239,257,fall,2012,November,9,0,1,Mist,Monday
0.24,0.2424,0.6,0.1343,7,184,191,fall,2012,December,21,0,1,Mist,Thursday
0.66,0.6061,0.83,0.1343,2,6,8,summer,2012,August,4,0,1,Clear,Tuesday
0.84,0.7424,0.39,0.1343,77,181,258,summer,2012,July,21,0,0,Clear,Sunday
0.4,0.4091,0.87,0.2239,14,220,234,winter,2011,December,9,0,1,Mist,Wednesday
0.8,0.803,0.66,0.0,19,33,52,summer,2012,July,7,0,0,Clear,Sunday
0.36,0.3485,0.53,0.1642,27,443,470,winter,2012,January,17,0,1,Clear,Wednesday
0.44,0.4394,0.82,0.1343,2,25,27,winter,2012,March,5,0,1,Clear,Wednesday
0.72,0.6818,0.66,0.1045,84,237,321,spring,2012,May,12,0,1,Clear,Friday
0.36,0.3485,0.66,0.2239,1,38,39,fall,2012,November,5,0,1,Mist,Monday
0.3,0.2879,0.52,0.2537,18,101,119,winter,2012,February,19,0,0,Mist,Sunday
0.42,0.4242,0.67,0.2537,24,256,280,winter,2011,March,8,0,1,Clear,Friday
0.84,0.7879,0.49,0.1343,79,158,237,summer,2012,July,12,0,1,Clear,Monday
0.46,0.4545,0.67,0.1642,24,150,174,winter,2012,February,15,0,1,Clear,Thursday
0.26,0.2273,0.56,0.3284,82,144,226,winter,2012,February,11,0,0,Mist,Sunday
0.36,0.3636,1.0,0.0896,0,20,20,fall,2012,December,0,0,1,Light Snow,Monday
0.34,0.3333,0.76,0.194,0,31,31,fall,2011,October,5,0,1,Clear,Friday
0.74,0.6818,0.58,0.194,4,22,26,summer,2011,July,5,0,1,Clear,Wednesday
0.52,0.5,0.27,0.3284,35,155,190,fall,2011,November,18,0,0,Clear,Sunday
0.66,0.6212,0.36,0.3582,287,419,706,summer,2012,September,12,0,0,Clear,Saturday
0.66,0.6212,0.65,0.1642,154,656,810,spring,2012,March,17,0,1,Clear,Thursday
0.76,0.6667,0.31,0.1642,85,742,827,spring,2012,May,17,0,1,Clear,Thursday
0.36,0.3636,0.57,0.1045,14,119,133,fall,2011,December,13,0,1,Mist,Wednesday
0.5,0.4848,0.36,0.2537,240,195,435,fall,2012,November,14,0,1,Clear,Friday
0.4,0.4091,0.47,0.2985,10,49,59,spring,2012,March,0,0,1,Clear,Friday
0.44,0.4394,0.88,0.0,4,16,20,fall,2011,October,3,0,0,Clear,Saturday
0.36,0.3485,1.0,0.1343,1,22,23,fall,2011,November,5,0,1,Mist,Thursday
0.4,0.4091,0.76,0.1045,16,202,218,fall,2011,October,16,0,1,Mist,Monday
0.46,0.4545,0.88,0.0,2,9,11,fall,2011,October,3,1,0,Clear,Monday
0.9,0.8182,0.35,0.0,36,143,179,spring,2012,June,15,0,1,Clear,Wednesday
0.76,0.7273,0.7,0.3582,110,746,856,summer,2012,September,17,0,1,Clear,Tuesday
0.56,0.5303,0.43,0.1045,250,526,776,fall,2012,September,12,0,0,Clear,Sunday
0.74,0.6818,0.55,0.2239,217,263,480,summer,2011,September,15,0,0,Clear,Saturday
0.76,0.6667,0.35,0.3582,54,201,255,spring,2011,April,16,0,1,Mist,Wednesday
0.84,0.7879,0.49,0.0,20,148,168,spring,2011,June,9,0,1,Clear,Thursday
0.56,0.5303,0.43,0.0,177,275,452,spring,2012,May,10,0,0,Clear,Saturday
0.36,0.3485,0.46,0.194,17,101,118,winter,2011,March,16,0,1,Clear,Friday
0.2,0.2273,0.55,0.0896,1,17,18,winter,2012,March,5,0,1,Clear,Monday
0.62,0.5606,0.88,0.3284,18,111,129,spring,2011,April,22,0,1,Mist,Wednesday
0.24,0.2273,0.48,0.194,19,257,276,fall,2012,December,9,0,1,Clear,Thursday
0.46,0.4545,0.14,0.4179,10,21,31,winter,2011,February,1,0,0,Clear,Saturday
0.2,0.2121,0.4,0.1343,4,70,74,winter,2011,January,16,0,1,Clear,Monday
0.66,0.6061,0.83,0.0896,0,6,6,summer,2012,July,4,0,1,Clear,Tuesday
0.42,0.4242,0.82,0.1045,8,50,58,spring,2011,May,1,0,0,Clear,Saturday
0.24,0.197,0.38,0.4925,2,63,65,winter,2011,February,12,0,1,Clear,Tuesday
0.28,0.2576,0.38,0.3284,37,101,138,winter,2012,December,15,0,0,Clear,Sunday
0.8,0.7424,0.49,0.1343,102,254,356,summer,2012,August,20,0,1,Clear,Friday
0.66,0.5909,0.94,0.0896,3,14,17,summer,2011,August,1,0,1,Mist,Thursday
0.48,0.4697,0.55,0.2239,283,278,561,spring,2012,April,14,0,0,Mist,Sunday
0.92,0.8182,0.29,0.1045,69,300,369,summer,2012,July,16,0,1,Clear,Friday
0.64,0.6061,0.73,0.1045,0,5,5,summer,2012,July,5,0,0,Mist,Saturday
0.66,0.6061,0.82,0.0896,36,347,383,fall,2011,September,19,0,1,Clear,Monday
0.24,0.2273,0.93,0.2239,1,11,12,spring,2011,April,5,0,1,Light Snow,Friday
0.64,0.6061,0.73,0.0896,3,19,22,summer,2011,August,6,0,0,Clear,Saturday
0.68,0.6364,0.44,0.1642,48,159,207,summer,2011,August,12,0,1,Mist,Monday
0.64,0.6061,0.69,0.2239,4,8,12,summer,2011,July,5,0,0,Clear,Sunday
0.18,0.197,0.55,0.1642,3,31,34,winter,2011,January,8,0,0,Clear,Saturday
0.62,0.6212,0.57,0.194,101,201,302,spring,2012,June,20,0,0,Clear,Sunday
0.78,0.7424,0.62,0.0,63,137,200,summer,2012,July,10,0,1,Mist,Monday
0.28,0.2576,0.28,0.3881,16,156,172,spring,2011,March,9,0,1,Clear,Tuesday
0.6,0.6212,0.46,0.194,70,230,300,spring,2012,June,9,0,0,Clear,Sunday
0.32,0.3182,0.66,0.194,4,43,47,winter,2011,December,22,0,1,Clear,Friday
0.88,0.7727,0.32,0.2239,86,161,247,summer,2012,August,14,0,1,Clear,Thursday
0.38,0.3939,0.46,0.2985,5,226,231,fall,2011,December,7,0,1,Mist,Friday
0.22,0.2424,0.55,0.1045,2,82,84,winter,2011,January,17,0,1,Clear,Thursday
0.54,0.5152,0.94,0.3881,11,95,106,summer,2011,September,16,0,1,Light Snow,Tuesday
0.72,0.6818,0.66,0.0,31,98,129,summer,2011,July,23,0,1,Clear,Thursday
0.5,0.4848,0.77,0.2985,7,158,165,spring,2012,May,6,0,1,Clear,Tuesday
0.7,0.6515,0.7,0.1045,69,289,358,fall,2012,October,12,0,1,Mist,Wednesday
0.66,0.6061,0.83,0.194,11,48,59,spring,2012,June,13,0,1,Light Snow,Tuesday
0.2,0.2576,0.69,0.0,3,27,30,winter,2012,December,7,0,1,Clear,Monday
0.34,0.3485,0.66,0.1045,10,352,362,fall,2011,December,17,0,1,Clear,Friday
0.82,0.7879,0.56,0.1045,34,177,211,summer,2012,September,14,0,1,Clear,Wednesday
0.72,0.6818,0.62,0.1343,47,148,195,summer,2012,July,10,0,1,Mist,Wednesday
0.44,0.4394,0.88,0.1343,1,6,7,fall,2012,October,2,0,1,Clear,Tuesday
0.66,0.6212,0.39,0.1343,225,410,635,summer,2012,September,14,0,0,Clear,Sunday
0.72,0.6667,0.48,0.2836,121,254,375,summer,2011,June,19,0,0,Clear,Saturday
0.56,0.5303,0.94,0.1045,2,3,5,fall,2011,September,5,0,0,Mist,Saturday
0.54,0.5152,0.56,0.2239,97,154,251,spring,2012,April,9,0,0,Clear,Sunday
0.24,0.2273,0.93,0.194,5,47,52,winter,2011,February,11,0,1,Mist,Wednesday
0.76,0.7273,0.66,0.194,94,533,627,summer,2012,August,19,0,1,Clear,Tuesday
0.52,0.5,0.53,0.2836,43,74,117,winter,2011,March,10,0,1,Clear,Friday
0.54,0.5152,0.68,0.0,41,476,517,spring,2011,May,8,0,1,Clear,Friday
0.64,0.5909,0.78,0.0,13,412,425,summer,2012,August,7,0,1,Mist,Friday
0.42,0.4242,0.54,0.0896,10,422,432,fall,2011,December,8,0,1,Mist,Tuesday
0.24,0.2273,0.93,0.2239,2,26,28,spring,2011,April,6,0,1,Light Snow,Friday
0.62,0.5455,0.94,0.2239,17,270,287,fall,2011,September,8,0,1,Light Snow,Wednesday
0.72,0.6515,0.39,0.2239,26,195,221,summer,2011,June,21,0,1,Clear,Wednesday
0.38,0.3939,0.82,0.1045,8,99,107,fall,2012,December,18,0,0,Light Snow,Sunday
0.66,0.6212,0.69,0.0,8,39,47,summer,2012,August,0,0,1,Clear,Wednesday
0.54,0.5152,1.0,0.1045,2,5,7,fall,2011,October,4,0,1,Mist,Thursday
0.86,0.7879,0.44,0.2836,25,177,202,summer,2011,July,16,0,1,Clear,Tuesday
0.82,0.7576,0.46,0.0,99,188,287,summer,2012,August,14,0,1,Clear,Monday
0.44,0.4394,0.47,0.1642,27,141,168,fall,2011,October,15,0,1,Clear,Monday
0.46,0.4545,0.51,0.2985,18,49,67,fall,2011,November,23,0,0,Clear,Sunday
0.22,0.2273,0.51,0.1642,9,163,172,winter,2011,January,17,0,1,Clear,Thursday
0.56,0.5303,0.73,0.1343,10,17,27,summer,2011,August,0,0,1,Clear,Tuesday
0.56,0.5303,0.35,0.2985,77,265,342,fall,2012,September,12,0,1,Clear,Monday
0.2,0.1818,0.47,0.3284,7,210,217,winter,2011,January,8,0,1,Clear,Friday
0.62,0.6061,0.65,0.1343,195,316,511,spring,2012,May,17,0,0,Mist,Sunday
0.2,0.1818,0.86,0.3284,0,31,31,winter,2012,December,8,0,1,Light Snow,Wednesday
0.8,0.697,0.31,0.2239,90,740,830,summer,2012,July,17,0,1,Clear,Wednesday
0.2,0.197,0.47,0.2239,3,102,105,winter,2011,February,20,0,1,Clear,Tuesday
0.82,0.7727,0.52,0.0,184,258,442,summer,2012,September,18,0,0,Mist,Saturday
0.62,0.5758,0.83,0.0,9,142,151,summer,2012,August,6,0,1,Mist,Friday
0.66,0.6061,0.83,0.1045,30,132,162,summer,2012,August,8,0,0,Clear,Saturday
0.46,0.4545,0.63,0.1045,16,101,117,fall,2011,November,11,0,1,Clear,Tuesday
0.72,0.6667,0.51,0.1343,39,135,174,summer,2011,September,15,0,1,Clear,Thursday
0.22,0.2576,0.55,0.0896,3,109,112,winter,2011,January,19,0,1,Clear,Thursday
0.72,0.6818,0.7,0.2239,7,22,29,summer,2011,August,0,0,1,Clear,Monday
0.5,0.4848,0.51,0.2239,18,154,172,fall,2012,September,22,0,1,Clear,Monday
0.54,0.5152,0.52,0.2836,10,63,73,summer,2012,September,7,0,0,Clear,Saturday
0.54,0.5152,0.94,0.0,0,11,11,spring,2011,May,5,0,1,Mist,Monday
0.72,0.6667,0.51,0.0,109,454,563,summer,2012,September,16,0,1,Mist,Friday
0.52,0.5,0.83,0.0896,1,16,17,fall,2011,November,1,0,1,Clear,Tuesday
0.72,0.6818,0.66,0.0896,61,175,236,summer,2012,August,10,0,1,Clear,Wednesday
0.68,0.6364,0.74,0.2537,95,180,275,spring,2011,June,20,0,0,Clear,Saturday
0.72,0.6667,0.58,0.4179,40,221,261,summer,2011,September,20,0,1,Mist,Wednesday
0.64,0.5909,0.78,0.2836,53,103,156,spring,2011,April,11,0,1,Mist,Wednesday
0.62,0.5758,0.83,0.194,8,115,123,fall,2011,October,21,0,1,Clear,Thursday
0.5,0.4848,0.22,0.194,355,288,643,spring,2012,April,13,0,0,Clear,Saturday
0.42,0.4242,0.58,0.2537,55,325,380,fall,2012,November,16,0,1,Clear,Monday
0.74,0.697,0.66,0.194,4,127,131,summer,2012,July,6,0,1,Clear,Friday
0.3,0.3182,0.56,0.1045,11,124,135,winter,2011,December,19,0,1,Clear,Thursday
0.34,0.3333,0.46,0.1642,15,65,80,spring,2011,March,12,0,1,Mist,Wednesday
0.24,0.2424,0.87,0.1642,3,23,26,winter,2012,February,0,0,1,Mist,Thursday
0.62,0.5909,0.78,0.1343,42,257,299,spring,2012,May,21,0,1,Clear,Thursday
0.48,0.4697,0.67,0.3284,29,204,233,fall,2011,November,9,0,1,Mist,Monday
0.66,0.6212,0.54,0.0896,75,131,206,summer,2011,June,9,0,0,Clear,Sunday
0.26,0.2879,0.7,0.0896,4,147,151,fall,2012,November,22,0,1,Clear,Thursday
0.66,0.6212,0.74,0.194,0,4,4,summer,2012,July,4,0,1,Clear,Thursday
0.64,0.6212,0.44,0.3284,53,142,195,fall,2011,November,15,0,1,Clear,Monday
0.66,0.6061,0.83,0.3881,10,33,43,summer,2011,August,13,0,0,Light Snow,Saturday
0.4,0.4091,0.87,0.0,16,248,264,fall,2012,November,7,1,0,Clear,Monday
0.46,0.4545,0.82,0.1045,19,317,336,fall,2012,December,9,0,1,Clear,Tuesday
0.54,0.5152,0.73,0.3881,25,449,474,spring,2012,May,7,0,1,Clear,Thursday
0.52,0.5,0.77,0.1045,78,124,202,fall,2011,October,20,0,0,Clear,Saturday
0.54,0.5152,0.45,0.1642,49,176,225,summer,2011,September,14,0,1,Mist,Friday
0.6,0.5455,0.88,0.1045,1,3,4,spring,2011,May,4,0,1,Clear,Tuesday
0.32,0.3485,0.93,0.0,0,2,2,fall,2011,November,2,0,1,Clear,Monday
0.32,0.303,0.93,0.2537,8,54,62,spring,2011,April,18,0,1,Light Snow,Friday
0.4,0.4091,0.71,0.2537,2,4,6,summer,2011,September,3,0,1,Clear,Friday
0.34,0.3485,0.25,0.0896,18,54,72,winter,2011,February,15,0,1,Clear,Wednesday
0.64,0.6212,0.57,0.2239,189,342,531,spring,2012,May,12,0,0,Clear,Sunday
0.64,0.6061,0.73,0.0896,28,121,149,summer,2011,September,21,0,1,Mist,Friday
0.2,0.1818,0.75,0.2836,0,18,18,winter,2012,February,5,0,1,Clear,Thursday
0.38,0.3939,0.37,0.0,40,54,94,winter,2011,March,12,0,1,Clear,Monday
0.7,0.6667,0.74,0.194,77,146,223,summer,2011,August,22,0,0,Mist,Saturday
0.76,0.6818,0.4,0.1045,125,254,379,summer,2012,July,12,0,1,Mist,Friday
0.34,0.3333,0.46,0.1343,2,3,5,spring,2012,April,5,0,0,Clear,Saturday
0.6,0.5758,0.78,0.1045,2,5,7,summer,2011,September,4,0,1,Clear,Thursday
0.2,0.2576,0.75,0.0,0,5,5,winter,2012,December,2,0,1,Clear,Monday
0.4,0.4091,0.66,0.1343,15,155,170,spring,2011,April,9,0,1,Mist,Thursday
0.62,0.6212,0.43,0.1343,72,652,724,spring,2012,June,17,0,1,Clear,Wednesday
0.76,0.7121,0.62,0.1642,109,523,632,summer,2012,July,19,0,1,Clear,Tuesday
0.62,0.6061,0.25,0.3284,151,159,310,spring,2012,April,18,0,0,Clear,Sunday
0.4,0.4091,0.58,0.5224,7,138,145,fall,2011,November,18,0,1,Mist,Wednesday
0.26,0.2576,0.65,0.194,9,62,71,fall,2011,December,1,0,0,Clear,Saturday
0.12,0.1667,0.68,0.0,2,156,158,winter,2011,January,8,0,1,Clear,Friday
0.66,0.6061,0.83,0.2239,7,223,230,summer,2012,July,7,0,1,Light Snow,Monday
0.92,0.803,0.26,0.2985,90,323,413,summer,2012,July,17,0,0,Clear,Sunday
0.26,0.303,0.6,0.0,0,4,4,fall,2012,December,4,0,1,Clear,Wednesday
0.62,0.5455,0.94,0.0896,5,99,104,fall,2011,September,6,0,1,Mist,Friday
0.46,0.4545,0.55,0.1045,61,226,287,fall,2012,November,15,0,1,Mist,Tuesday
0.82,0.7424,0.41,0.2836,184,337,521,spring,2012,June,17,0,0,Clear,Sunday
0.16,0.1667,0.69,0.1642,0,5,5,winter,2011,January,1,0,1,Mist,Tuesday
0.34,0.3182,0.46,0.2239,30,67,97,winter,2011,December,17,1,0,Clear,Monday
0.26,0.2576,0.65,0.194,25,223,248,winter,2012,February,12,0,0,Mist,Sunday
0.44,0.4394,0.88,0.1343,222,281,503,winter,2012,March,12,0,0,Mist,Sunday
0.6,0.6061,0.6,0.2239,44,143,187,summer,2011,September,15,0,1,Mist,Monday
0.32,0.2879,0.53,0.4179,44,192,236,fall,2011,December,11,0,0,Clear,Saturday
0.54,0.5152,0.56,0.2239,12,80,92,fall,2012,September,2,0,0,Mist,Saturday
0.22,0.2273,0.47,0.194,4,24,28,winter,2011,December,0,0,1,Mist,Thursday
0.42,0.4242,0.58,0.1642,31,112,143,fall,2011,October,21,0,1,Clear,Friday
0.4,0.4091,0.43,0.3582,34,171,205,winter,2012,February,13,0,1,Clear,Friday
0.74,0.6515,0.3,0.3881,66,254,320,summer,2011,August,16,0,1,Clear,Monday
0.76,0.7121,0.58,0.2239,12,31,43,summer,2012,July,0,0,1,Mist,Monday
0.66,0.6061,0.78,0.1642,35,36,71,spring,2011,June,7,0,0,Mist,Sunday
0.42,0.4242,0.38,0.1045,24,287,311,fall,2012,November,18,0,1,Clear,Wednesday
0.4,0.4091,0.82,0.3284,27,98,125,fall,2011,October,13,0,0,Mist,Saturday
0.42,0.4242,0.77,0.1343,5,9,14,fall,2012,September,2,0,1,Clear,Tuesday
0.16,0.1364,0.59,0.2836,3,182,185,winter,2011,January,8,0,1,Mist,Monday
0.34,0.3485,0.33,0.1642,60,86,146,winter,2011,February,17,0,0,Clear,Sunday
0.34,0.3182,0.76,0.2239,11,287,298,spring,2012,April,19,0,1,Mist,Monday
0.36,0.3636,0.93,0.1045,9,162,171,fall,2012,December,21,0,1,Mist,Friday
0.6,0.5,1.0,0.0,6,7,13,fall,2011,September,4,0,1,Light Snow,Friday
0.64,0.6212,0.57,0.2239,12,17,29,summer,2011,June,6,0,0,Clear,Saturday
0.78,0.7121,0.52,0.2239,137,447,584,spring,2012,May,16,0,1,Clear,Friday
0.66,0.6212,0.5,0.1642,43,221,264,spring,2012,May,22,0,1,Clear,Thursday
0.56,0.5303,0.49,0.2239,52,352,404,spring,2012,April,20,0,1,Clear,Thursday
0.62,0.6061,0.69,0.3582,131,434,565,fall,2012,October,16,0,1,Light Snow,Friday
0.6,0.6061,0.6,0.2239,72,532,604,spring,2012,March,17,0,1,Clear,Wednesday
0.64,0.5758,0.89,0.1045,4,32,36,spring,2012,May,0,0,1,Light Snow,Wednesday
0.48,0.4697,0.33,0.2239,84,91,175,fall,2011,November,13,1,0,Clear,Thursday
0.46,0.4545,0.82,0.1045,9,498,507,fall,2012,October,7,0,1,Clear,Wednesday
0.66,0.6061,0.78,0.2239,53,137,190,spring,2011,June,22,0,0,Clear,Saturday
0.62,0.6212,0.41,0.2985,47,152,199,spring,2012,March,15,0,1,Mist,Wednesday
0.36,0.3788,0.87,0.0,4,19,23,winter,2012,March,23,0,1,Mist,Friday
0.22,0.2273,0.93,0.1343,0,8,8,winter,2011,February,4,0,0,Light Snow,Saturday
0.56,0.5303,0.52,0.194,2,4,6,summer,2011,August,2,0,1,Clear,Tuesday
0.54,0.5152,0.64,0.1343,2,26,28,spring,2012,May,3,0,0,Mist,Sunday
0.56,0.5303,0.37,0.2239,16,204,220,winter,2012,March,12,0,1,Clear,Thursday
0.36,0.3333,0.51,0.3582,62,95,157,winter,2011,March,13,0,0,Clear,Saturday
0.74,0.6818,0.58,0.1642,22,131,153,spring,2011,June,22,0,1,Mist,Thursday
0.56,0.5303,0.88,0.4478,0,1,1,spring,2012,May,2,0,1,Light Snow,Wednesday
0.08,0.0606,0.42,0.3284,0,9,9,winter,2012,January,0,0,1,Clear,Wednesday
0.3,0.2727,0.61,0.2985,52,105,157,winter,2012,January,11,0,1,Mist,Wednesday
0.66,0.6212,0.65,0.1343,20,140,160,summer,2011,September,22,0,1,Mist,Wednesday
0.18,0.2121,0.74,0.0896,1,42,43,winter,2011,January,20,0,0,Clear,Saturday
0.16,0.1212,0.43,0.5522,1,62,63,winter,2012,February,20,0,0,Mist,Saturday
0.74,0.6667,0.51,0.0896,36,104,140,spring,2011,May,11,0,1,Clear,Wednesday
0.36,0.3333,0.87,0.3881,0,11,11,spring,2012,April,21,0,0,Light Snow,Sunday
0.28,0.2727,0.65,0.2537,9,59,68,winter,2011,February,21,0,0,Clear,Saturday
0.6,0.6212,0.46,0.2239,57,149,206,summer,2012,September,21,0,0,Clear,Sunday
0.56,0.5303,0.37,0.2836,133,268,401,winter,2012,January,16,0,0,Mist,Saturday
0.24,0.2121,0.32,0.2985,0,4,4,spring,2011,March,1,0,1,Clear,Tuesday
0.34,0.3182,0.46,0.2239,13,51,64,spring,2011,March,10,0,1,Mist,Wednesday
0.28,0.2727,0.93,0.194,6,52,58,spring,2011,March,11,0,1,Light Snow,Thursday
0.34,0.303,0.61,0.4478,3,59,62,fall,2011,November,22,0,1,Clear,Wednesday
0.54,0.5152,0.94,0.2985,1,3,4,summer,2011,September,4,0,1,Mist,Tuesday
0.22,0.1818,0.32,0.5821,4,172,176,winter,2011,February,17,0,1,Clear,Tuesday
0.66,0.5909,0.89,0.2537,28,220,248,summer,2012,September,23,0,1,Clear,Friday
0.36,0.3788,0.23,0.0,29,70,99,winter,2011,March,12,0,1,Mist,Tuesday
0.66,0.6212,0.47,0.1343,117,328,445,spring,2012,March,20,0,1,Clear,Friday
0.68,0.6364,0.83,0.0,115,223,338,summer,2012,July,19,0,0,Clear,Saturday
0.52,0.5,0.55,0.194,188,217,405,fall,2011,October,16,0,0,Clear,Sunday
0.34,0.3333,0.61,0.1343,28,138,166,fall,2012,November,11,0,1,Mist,Thursday
0.62,0.5909,0.73,0.1045,51,435,486,summer,2012,September,19,0,1,Mist,Monday
0.4,0.4091,0.66,0.1343,12,13,25,spring,2011,April,3,0,0,Clear,Sunday
0.64,0.6061,0.69,0.194,49,186,235,spring,2012,May,21,0,1,Clear,Friday
0.66,0.6212,0.65,0.1343,124,193,317,spring,2011,April,11,0,0,Clear,Sunday
0.64,0.6212,0.47,0.1642,183,376,559,summer,2012,September,11,0,0,Clear,Sunday
0.66,0.6212,0.74,0.3284,2,2,4,summer,2011,August,3,0,1,Clear,Thursday
0.34,0.3636,0.81,0.0,1,25,26,fall,2012,November,0,0,1,Clear,Wednesday
0.62,0.6212,0.43,0.4627,113,200,313,fall,2011,November,14,0,0,Clear,Sunday
0.42,0.4242,0.38,0.2985,17,119,136,winter,2012,January,15,0,1,Clear,Tuesday
0.5,0.4848,0.45,0.1343,38,148,186,fall,2011,November,15,0,1,Clear,Tuesday
0.62,0.5909,0.73,0.1642,4,19,23,summer,2011,September,6,0,0,Clear,Saturday
0.36,0.3333,0.4,0.2985,15,161,176,fall,2012,November,14,0,1,Clear,Wednesday
0.64,0.5758,0.89,0.1642,10,82,92,summer,2012,June,7,0,0,Clear,Saturday
0.52,0.5,0.72,0.1343,21,182,203,spring,2011,May,9,0,1,Clear,Wednesday
0.72,0.6667,0.58,0.2239,27,190,217,spring,2011,June,9,0,1,Mist,Tuesday
0.16,0.1364,0.47,0.2836,5,38,43,winter,2012,January,2,0,0,Mist,Sunday
0.32,0.303,0.31,0.3284,13,148,161,fall,2012,November,10,0,1,Clear,Thursday
0.74,0.6818,0.58,0.4478,36,186,222,spring,2012,June,16,0,1,Light Snow,Friday
0.54,0.5152,0.88,0.194,3,111,114,summer,2011,September,6,0,1,Mist,Tuesday
0.62,0.5909,0.78,0.1045,27,144,171,spring,2012,May,10,0,1,Clear,Tuesday
0.52,0.5,0.94,0.2985,22,325,347,spring,2011,May,8,0,1,Mist,Tuesday
0.22,0.2576,0.6,0.0896,1,21,22,winter,2011,February,7,0,0,Clear,Saturday
